id,pid,date,time,quantity,price,cid,card,reward_account,Store_Type,StoreID,Store_URL,Store_Address,Store_City,Store_Zip,Store_State,Store_Latitude,Store_Longitude,Store_Address Line 1,Store_Address Line 3
99b9ef22-a8fd-474d-b2c9-38b19bf1a625,47,5/3/21,7:34 PM,9,2440.44,119,b3dd5e07-0fc7-47a2-94a9-1f29d99786ad,47082319-31b3-4ceb-ba20-821156aefc5d,Online,1,https://store.example.com,,,,,0,0,,
cec9a438-bd23-4947-976a-dd1c9d682def,282,1/22/12,1:09 PM,5,4167.6,251,d472aee7-95b9-4986-b9e7-826b93884316,64896012-2b3a-472a-9d1f-bda46f4cd41e,Physical Store,9,,811 Main St,San Antonio,78201,TX,29.389688,-98.499716,Moon St,"San Antonio, TX 78204"
088d92ff-ab5c-4351-a7cf-fb469b987798,369,8/4/15,8:03 PM,8,2937.76,499,a7a73fce-17b7-44eb-876e-086bb846cedd,fd2f9ad1-b292-444b-b675-8f1a19390c78,Physical Store,5,,4146 Main St,Dallas,75201,TX,32.789013,-96.770477,4146 Main St,"Dallas, TX 75226"
e51faa1f-37c8-418f-899e-dd9d05d974d6,374,11/6/10,2:03 PM,18,10626.84,225,80b15f67-7fcf-45a0-851e-47c3bae3a184,0416b6e2-29dc-4257-8b3a-3419c4828fcd,Physical Store,4,,2472 Main St,Los Angeles,90001,CA,34.0257,-118.267945,2472 Main St,"Los Angeles, CA 90007"
9cdd84df-3235-485e-ae9d-baaf9782474a,63,9/11/19,10:51 AM,14,1565.76,493,bc7840c9-649b-4d74-bb8f-7bace6f90247,,Online,1,https://store.example.com,,,,,0,0,,
be68dd2b-c795-4a3d-9063-20fbbd88be32,408,5/15/18,10:14 AM,12,6180.96,89,9099750d-76f9-4299-b911-a8cb99c1b9a7,81021965-ee95-4b5a-9d48-bc76935131f0,Physical Store,10,,9337 Main St,Houston,77001,TX,29.684004,-95.422516,9337 Main St,"Houston, TX 77025"
94dd431e-3180-405c-b947-fcce49f8a0eb,188,3/14/21,4:04 PM,11,10294.02,480,4235627b-7c4a-4968-b489-3572ae9bdb1b,27bff901-0c69-4375-9e19-8224defd7bcc,Physical Store,11,,8719 Main St,Phoenix,85001,AZ,33.415739,-111.642551,8720 E Main St,"Mesa, AZ 85207"
77fd5809-d6c1-42c6-88e3-6270eb3660c5,225,7/27/12,4:26 AM,14,5460.14,393,d07fd633-8798-418c-80a5-5591d2e1f3d2,,Online,1,https://store.example.com,,,,,0,0,,
2dcc6764-82c1-4af6-aeaa-fd23d1a0fb77,79,9/29/16,10:19 PM,18,16170.66,284,a82cbbca-f8ff-4f7c-af85-7f4b78ee24d5,,Online,1,https://store.example.com,,,,,0,0,,
771d35f8-757f-4ee4-92c3-2afe6d760d50,166,8/26/22,7:40 PM,24,4389.6,1,1e067c13-1c62-4405-a2f4-8f523d11ad79,78481104-df9e-46a9-b494-343602468979,Physical Store,11,,8719 Main St,Phoenix,85001,AZ,33.415739,-111.642551,8720 E Main St,"Mesa, AZ 85207"
8cde599e-27d9-443d-a14b-518c95c7f0fb,184,2/17/22,7:00 PM,15,7479.45,440,be255a60-5d8b-43ed-9457-35bb5ac40dda,071ac0d5-fb4f-4019-9e12-bc8af4648703,Physical Store,7,,6145 Main St,San Jose,95101,CA,37.189396,-121.705327,,"San Jose, CA 95101"
f13de5e6-b38f-4242-b19a-4c7e982d2f50,60,5/19/16,5:58 AM,23,2208.46,427,abca4c8d-2e58-4169-adea-18b0f0d38eaa,a35ce4fe-b025-4436-94b8-6a05bb4560b2,Online,1,https://store.example.com,,,,,0,0,,
a193d2a5-d1a9-4a2d-a8d0-57f66dac5e23,579,7/13/21,4:31 AM,2,1163,218,9492acff-3f47-4cbd-b274-402adf4afb58,b9c2f31b-5953-4568-b3d5-3eede5845560,Physical Store,11,,8719 Main St,Phoenix,85001,AZ,33.415739,-111.642551,8720 E Main St,"Mesa, AZ 85207"
8f7a9253-902d-4f9f-ad59-f43c8829569e,6,10/23/12,7:08 PM,11,5478,365,4d1a8dde-bcd8-4040-bf37-5f7e17981ea8,,Physical Store,10,,9337 Main St,Houston,77001,TX,29.684004,-95.422516,9337 Main St,"Houston, TX 77025"
453ec46f-efd7-40a3-adfd-36bf9cc199f0,84,6/17/12,8:58 PM,16,6225.12,231,00e276de-6eb7-4220-9841-25dcdf5db4ba,1f7ccacb-732e-4464-a46d-c5c614c982eb,Online,1,https://store.example.com,,,,,0,0,,
84940394-db36-4f62-8706-ebe507c72628,341,5/13/16,8:33 PM,9,8649.18,473,14f4d30d-016c-426b-a5f8-5b04448ef8c8,7afe5c74-de7d-44be-aba1-2ed21953480c,Physical Store,2,,1242 Main St,New York,10001,NY,40.76296,-73.948462,Main St,"New York, NY 10044"
feaca76e-5836-43d9-b6b4-e1708769b7f5,518,7/26/11,6:01 AM,16,9121.28,23,73d4c329-b316-4378-9db7-63c35247ee6c,51831a52-a818-4569-8115-a869a6298754,Physical Store,6,,4872 Main St,San Diego,92101,CA,32.692681,-117.126331,Main St,"San Diego, CA 92113"
61471ad8-161d-4eca-adbf-aa7b17691df1,294,9/7/18,7:32 AM,19,12910.12,294,f25aa847-d310-4d86-9c35-77ffe2f1cc6b,,Online,1,https://store.example.com,,,,,0,0,,
66499b00-c521-454c-b491-e7214ee51947,95,5/1/18,10:23 AM,12,6719.16,466,212276ba-b356-4bfe-a5c9-b9ca47fbd8bf,d5b63d6e-8f7e-45df-85bd-18b83825f5ae,Physical Store,6,,4872 Main St,San Diego,92101,CA,32.692681,-117.126331,Main St,"San Diego, CA 92113"
34835f92-d6ba-4470-85a9-ceaf091fb094,264,5/14/22,5:24 AM,23,12156.88,463,1709211e-f268-40e5-ae5b-7fc9d9d39162,60ead297-206a-451c-9b15-9a263fb2dd3b,Physical Store,2,,1242 Main St,New York,10001,NY,40.76296,-73.948462,Main St,"New York, NY 10044"
b59ef73c-adb1-44b8-81b5-b95bb7686ddd,46,9/17/12,1:17 AM,12,9675.24,162,874f755c-0d7b-4c4a-9081-94f122c6c62c,bf42b814-97a2-4f71-8daa-fe6253225eca,Online,1,https://store.example.com,,,,,0,0,,
8376d2dc-3951-43a3-b1dc-9078d6b773f4,579,11/29/17,9:40 AM,23,13374.5,132,995decb2-d823-433a-893d-ac86355418b4,d0b143a9-1927-47f5-9835-37d288ea89aa,Physical Store,10,,9337 Main St,Houston,77001,TX,29.684004,-95.422516,9337 Main St,"Houston, TX 77025"
bcca5084-e35e-47b6-bbd9-43dfc8bbf5db,307,9/12/17,6:02 PM,6,5967.72,335,57a7b9c2-b290-4b60-9464-09579445a8b1,70cbe223-892c-4a3a-ae27-360e0a6ee575,Physical Store,4,,2472 Main St,Los Angeles,90001,CA,34.0257,-118.267945,2472 Main St,"Los Angeles, CA 90007"
17f21410-8681-4012-92a0-ced6465f6fbd,207,7/1/14,10:06 PM,13,10033.4,118,aee6e905-ce69-46df-beac-d629199dfb68,18bacdc5-00b4-46c2-ae1f-3e7dd89b671b,Online,1,https://store.example.com,,,,,0,0,,
4b32f760-23e3-4a97-ac8e-ecae4181daa8,48,7/24/16,12:13 AM,24,1017.12,249,9dfb13c9-66d2-40aa-8c49-a7f5bd928667,,Online,1,https://store.example.com,,,,,0,0,,
03dcada6-e2d3-468f-8dee-0913a88f0189,1,8/10/13,1:24 PM,2,1137.32,26,1a230efe-4735-4e3d-8692-3858afc0f2c5,b0b1b7f5-c941-4b0d-aeab-41f2872a28cb,Physical Store,8,,6282 Main St,Philadelphia,19101,PA,40.024802,-75.22152,Main St,"Philadelphia, PA 19127"
f94c81b4-b4e6-43a0-8fd3-21b404404bbf,97,12/14/16,4:10 AM,9,5885.37,296,bcda9eb5-8b1d-49e8-9e59-52b15bc85dc3,46be210c-ad22-40be-9910-89c10e8c7ebf,Online,1,https://store.example.com,,,,,0,0,,
2894d4f6-5ea4-42ba-9f91-58e8289c3075,86,3/6/15,7:05 AM,18,8452.8,162,874f755c-0d7b-4c4a-9081-94f122c6c62c,bf42b814-97a2-4f71-8daa-fe6253225eca,Physical Store,2,,1242 Main St,New York,10001,NY,40.76296,-73.948462,Main St,"New York, NY 10044"
fa0ca145-f848-4224-9c84-aec3171ac700,75,8/13/10,10:55 AM,1,162.14,173,3e88406c-f764-4a03-8df5-09295e953a43,b3bd22f2-4838-41fa-a039-93082874bb4b,Physical Store,9,,811 Main St,San Antonio,78201,TX,29.389688,-98.499716,Moon St,"San Antonio, TX 78204"
93f82251-5021-4e1c-b2c1-ff7df7ddc69e,81,8/7/22,8:03 AM,10,4681.4,171,5224c088-7a99-4c04-be5d-474f697654d8,53d060a5-e9b2-4d2e-b19e-1d85b83e5ba4,Online,1,https://store.example.com,,,,,0,0,,
d80821db-4016-4368-a7e6-b759454ac0cf,521,3/25/18,11:27 PM,25,22075.25,130,8b859d33-9bae-4fcc-b432-cdd97a55eb35,b64fd52b-dbfe-4e7d-93a2-6b335a196d44,Physical Store,7,,6145 Main St,San Jose,95101,CA,37.189396,-121.705327,,"San Jose, CA 95101"
9386ed3a-d98c-40d7-9311-f92d534340b4,390,11/30/19,5:20 AM,13,6288.36,383,da7465f9-3a72-4cc3-9b76-c4035677eb1c,,Physical Store,2,,1242 Main St,New York,10001,NY,40.76296,-73.948462,Main St,"New York, NY 10044"
a9023eda-f476-4a80-bc93-cddf9d9e2a48,472,4/19/16,3:53 PM,8,1670.48,435,7cbad1eb-d178-43c1-bf44-d7192b01cf9c,5b63f29e-e5dc-4ffb-972a-3032b7d3d6d6,Online,1,https://store.example.com,,,,,0,0,,
08b4cb68-91c9-4949-b379-0d344e5c0c8f,520,12/31/11,3:53 AM,13,7167.94,219,fe54e91b-4e0f-40c8-b132-58b3c019e084,,Online,1,https://store.example.com,,,,,0,0,,
a1f0df9f-1cd2-465e-ba30-e2f97088dbd5,9,10/18/16,8:58 AM,7,1689.59,172,52ffc32f-573a-40dc-8a2b-6e12aae32a1c,,Physical Store,5,,4146 Main St,Dallas,75201,TX,32.789013,-96.770477,4146 Main St,"Dallas, TX 75226"
7846feb7-d37f-449e-b936-681354cedd53,515,11/10/10,3:49 AM,7,2505.79,456,0f99910f-ad04-4f26-8776-14d22dd2c9d2,d026b246-990a-4867-8e29-4d8dbe29aa40,Online,1,https://store.example.com,,,,,0,0,,
93c19ab3-f374-4412-a5fe-6290d8a69012,480,6/12/19,3:14 AM,20,3822.2,314,d4a6f89a-b045-479b-b136-daf18102a5e9,,Online,1,https://store.example.com,,,,,0,0,,
4cd2e04a-3709-46ef-9869-e0ac426f1bb7,176,4/27/20,1:20 AM,14,12373.76,286,90137bbe-0c9e-42ed-9701-92e9dd9e2e40,,Physical Store,6,,4872 Main St,San Diego,92101,CA,32.692681,-117.126331,Main St,"San Diego, CA 92113"
216badee-c0b8-48e9-9fe0-55372591670f,459,7/16/10,11:42 AM,10,8261.1,299,39badca0-f571-4f4a-a2ed-e694e95b64d8,,Physical Store,3,,2246 Main St,Chicago,60601,IL,41.891245,-87.860773,2246 Main St,"Melrose Park, IL 60160"
3f399af4-0506-4a80-af24-195a35681348,37,9/23/19,7:55 AM,4,457.4,499,a7a73fce-17b7-44eb-876e-086bb846cedd,fd2f9ad1-b292-444b-b675-8f1a19390c78,Physical Store,8,,6282 Main St,Philadelphia,19101,PA,40.024802,-75.22152,Main St,"Philadelphia, PA 19127"
43ffe2d2-23a2-4f00-98e5-fb6ba0b7e48b,93,4/8/13,3:46 PM,16,13453.92,290,32cf3313-4f89-41a2-a596-afabf212525d,,Online,1,https://store.example.com,,,,,0,0,,
19bc7d15-31c6-4605-b5a4-a5c426221d41,395,3/1/13,5:17 AM,3,1381.41,31,ac96a379-55d8-45b6-8e8e-b0bb3537acbe,30bc1936-52fd-47d6-b418-fd9f15aa2cf2,Online,1,https://store.example.com,,,,,0,0,,
6a34baf0-585e-4f61-803d-2ceab8e52f40,549,11/25/20,6:20 PM,20,10063,482,92bf1691-b258-45a9-bbd7-0add119633a3,dfff9039-cda5-43ee-bcfd-23410db4a439,Physical Store,3,,2246 Main St,Chicago,60601,IL,41.891245,-87.860773,2246 Main St,"Melrose Park, IL 60160"
6919f27a-2a20-4a0d-841c-2780754ebd1a,279,5/6/12,12:35 AM,25,4092.25,119,b3dd5e07-0fc7-47a2-94a9-1f29d99786ad,47082319-31b3-4ceb-ba20-821156aefc5d,Online,1,https://store.example.com,,,,,0,0,,
fdb0c23f-e5a3-4544-8b9e-b8d13a6bd9fd,391,5/4/12,3:32 PM,11,4474.36,466,212276ba-b356-4bfe-a5c9-b9ca47fbd8bf,d5b63d6e-8f7e-45df-85bd-18b83825f5ae,Physical Store,2,,1242 Main St,New York,10001,NY,40.76296,-73.948462,Main St,"New York, NY 10044"
2b4963f7-f745-4b19-928a-e7d034c8487b,318,12/27/15,4:21 AM,24,15958.32,448,afe519bc-4a68-4d0f-9071-2ae29a501d3e,2de6a7b8-f81f-44cf-83ba-c4b0435898bd,Online,1,https://store.example.com,,,,,0,0,,
7730694b-a875-4253-83e3-ab7749d8d3f1,118,3/2/14,2:01 AM,25,7526,416,c1cd153d-498c-4062-a09d-def8c03cb8be,68b0d8fb-1bb0-4917-aaf4-e5bcfa14047b,Online,1,https://store.example.com,,,,,0,0,,
173bca5e-ed17-41c9-aba4-38cdcb6dc79a,206,11/18/21,8:50 PM,5,2584.1,469,80ce6511-7356-4966-ace6-807b52f3a9cb,79334bcb-3f31-4456-bebe-06d962b33564,Physical Store,7,,6145 Main St,San Jose,95101,CA,37.189396,-121.705327,,"San Jose, CA 95101"
5a3a9e9e-6200-42ea-b8de-bf49b5fd191e,35,7/30/18,7:34 PM,20,10934.2,322,e34fd080-ca91-4851-811b-1a94838433c1,9f051f2a-849e-4e62-a227-39d0bf3a2900,Physical Store,4,,2472 Main St,Los Angeles,90001,CA,34.0257,-118.267945,2472 Main St,"Los Angeles, CA 90007"
e36cca31-60e4-4c21-8adc-0111499a247b,331,2/4/12,2:44 PM,3,2162.88,301,f7535e54-7a2e-4501-bd64-19068cf95c8d,6e66c9fb-1a82-4159-8371-951245da600e,Physical Store,5,,4146 Main St,Dallas,75201,TX,32.789013,-96.770477,4146 Main St,"Dallas, TX 75226"
8a1692cd-89b5-4bf8-a863-0ecc9b7c7c6b,437,9/21/19,5:22 PM,25,13230.75,68,2717c011-332a-4686-9a0d-f330b564a2f0,d10396b7-ae33-40e9-b9d7-befb7ef39af9,Physical Store,9,,811 Main St,San Antonio,78201,TX,29.389688,-98.499716,Moon St,"San Antonio, TX 78204"
c0fa4190-7880-477c-aa03-d0b2044d2abe,509,5/19/16,6:09 AM,23,17159.84,422,40dc0300-4614-4182-a54e-7216735a7d01,44b366dd-b794-4572-b56c-6b2917e9df13,Online,1,https://store.example.com,,,,,0,0,,
2ec3855a-7cec-4bf3-8c96-3187f5c19a74,446,2/4/12,10:48 AM,19,10133.46,461,01fc2e88-291b-480d-abd7-8045448623ff,be0f2d48-8662-4e92-ba9d-6c83479291a3,Physical Store,11,,8719 Main St,Phoenix,85001,AZ,33.415739,-111.642551,8720 E Main St,"Mesa, AZ 85207"
4c91049d-f701-4826-8fdb-44f3586d9d43,517,6/7/19,4:12 PM,22,15045.8,23,73d4c329-b316-4378-9db7-63c35247ee6c,194067f4-9f2e-48b3-90d9-75fc5494400f,Online,1,https://store.example.com,,,,,0,0,,
f74a2dcb-433c-43df-8a96-6e923eb8f0c6,385,3/31/10,10:06 PM,10,563.4,270,67084c04-2cea-4157-b678-84eac2f6e8c7,2a83eab6-698a-4c79-a87c-e91a91d20e0d,Physical Store,8,,6282 Main St,Philadelphia,19101,PA,40.024802,-75.22152,Main St,"Philadelphia, PA 19127"
0b629320-42af-4687-8fa5-579c234f6205,494,5/15/12,8:45 PM,23,2515.05,332,48e20bb0-9a35-4f45-81c1-948ec944c761,ba1ed3e8-8413-419f-975d-909de4ff24c8,Physical Store,3,,2246 Main St,Chicago,60601,IL,41.891245,-87.860773,2246 Main St,"Melrose Park, IL 60160"
52de929d-e157-41ea-86eb-c39c39f3ae25,465,10/5/14,3:34 PM,8,7301.76,369,328d5f9f-f1c0-48a8-b503-c1935cdd7d36,9cf8bc6b-ca9d-4cb7-820e-64ef35447360,Online,1,https://store.example.com,,,,,0,0,,
abffdee5-1dcf-42d8-89eb-c551346e19d7,459,4/27/16,3:09 PM,22,18174.42,240,41ab261b-8f47-4c8f-ae6d-e3324938f0f6,9b65056c-acd8-41f4-857d-6aaeb271dde7,Physical Store,9,,811 Main St,San Antonio,78201,TX,29.389688,-98.499716,Moon St,"San Antonio, TX 78204"
84fe57d6-a1b3-4e9f-8010-92597045683c,195,3/19/15,6:33 AM,13,6478.29,38,e5a83966-5217-454d-8fa3-42f5fe0df0bc,,Physical Store,11,,8719 Main St,Phoenix,85001,AZ,33.415739,-111.642551,8720 E Main St,"Mesa, AZ 85207"
e61b9e23-c261-419f-bcdd-4f0b32b0369d,349,3/17/15,7:15 PM,8,1694.16,152,437a2095-36f6-4f22-9519-8bb25c66c290,9b4be3a4-cf03-43ff-a6e3-68394d81099d,Physical Store,4,,2472 Main St,Los Angeles,90001,CA,34.0257,-118.267945,2472 Main St,"Los Angeles, CA 90007"
7c691277-8d00-4495-a221-1fc5df4bb395,532,2/19/19,11:20 AM,23,351.21,12,87657ef4-0ba6-40d8-846f-9ff5d2a0d4fe,3782d93f-74bf-4c44-adbb-a77916d46f1b,Physical Store,2,,1242 Main St,New York,10001,NY,40.76296,-73.948462,Main St,"New York, NY 10044"
82361d36-f103-4a03-9746-d739cee16846,122,7/9/14,6:37 PM,4,1791.76,96,b2943dd5-473b-4668-8fdf-00c436c1fb02,36eededb-bcdf-4616-aebd-df1f2c76b994,Physical Store,7,,6145 Main St,San Jose,95101,CA,37.189396,-121.705327,,"San Jose, CA 95101"
1c6662af-e866-4eb5-ace2-6db538333217,119,6/17/21,10:10 AM,1,994.81,405,3c5b6872-a297-4808-96d9-7c7bb459707d,,Online,1,https://store.example.com,,,,,0,0,,
1077f69a-4feb-448f-aae6-9b2c715e8571,379,10/15/19,12:40 AM,1,273.38,457,4e54f475-11b4-4781-adc3-bae4415ec452,,Physical Store,6,,4872 Main St,San Diego,92101,CA,32.692681,-117.126331,Main St,"San Diego, CA 92113"
